Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
822053936,party,Average,4.4,free,Automn,v-neck,threequarter,natural,null,null,null,solid,0
1059959935,Casual,Average,0,free,Spring,o-neck,short,null,cotton,null,lace,null,1
1197204708,Casual,Low,0,M,Summer,v-neck,full,natural,acrylic,null,lace,solid,0
713439584,Sexy,Average,4.6,M,Winter,o-neck,full,natural,polyster,null,null,patchwork,1
732736124,work,Average,4.6,M,Spring,v-neck,full,null,null,chiffon,null,null,0
709353440,cute,Average,4.7,L,Winter,o-neck,sleevless,natural,chiffonfabric,null,lace,solid,0
1031230798,bohemian,Average,4.7,L,Automn,o-neck,sleevless,natural,null,chiffon,null,solid,0
1225512606,cute,High,0,M,Winter,o-neck,threequarter,empire,silk,chiffon,lace,patchwork,0
1158347154,Casual,Average,0,XL,Winter,o-neck,short,empire,polyster,null,button,solid,0
976975672,Novelty,Average,4.9,L,Automn,o-neck,short,natural,polyster,chiffon,null,print,1
520233308,Casual,Low,4.7,M,Automn,o-neck,full,null,cotton,null,null,solid,0
935827969,cute,Average,4.3,free,Summer,boat-neck,sleevless,null,null,null,null,null,1
1130624045,Sexy,Low,0,free,Automn,slash-neck,short,empire,null,null,hollowout,solid,0
547555172,cute,Low,4.7,XL,Summer,o-neck,short,empire,chiffonfabric,chiffon,bow,print,0
1083323104,Sexy,low,4.5,L,Spring,o-neck,sleevless,null,null,null,lace,solid,0
955188745,Casual,Average,4.7,M,Automn,o-neck,sleevless,null,cotton,null,null,animal,1
1140306858,Casual,Average,0,L,Spring,boat-neck,sleevless,natural,cotton,null,lace,solid,1
895807023,cute,low,4.7,free,Summer,o-neck,sleevless,null,null,chiffon,null,print,1
818505402,Casual,low,4.4,free,Summer,turndowncollor,sleevless,natural,cotton,null,null,solid,0
897981100,Casual,Average,4.8,L,winter,v-neck,short,empire,polyster,null,ruffles,solid,0
973481686,vintage,Average,4.3,free,winter,o-neck,short,null,chiffonfabric,chiffon,null,print,0
1021375534,cute,low,4.5,L,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
549437715,Casual,Average,4.4,M,Summer,turndowncollor,sleevless,natural,chiffonfabric,chiffon,null,solid,0
1097548715,vintage,Medium,0,S,Winter,turndowncollor,halfsleeve,natural,cotton,broadcloth,null,plaid,0
578702321,Sexy,low,4.7,free,Summer,turndowncollor,sleevless,natural,cotton,null,null,solid,1
1155548915,vintage,High,0,L,Summer,o-neck,short,natural,cotton,null,null,print,0
1199064757,Casual,low,0,free,Spring,v-neck,threequarter,null,silk,null,lace,null,1
1078994436,Sexy,Average,0,S,Automn,slash-neck,short,natural,null,null,lace,solid,0
949226757,Casual,Low,0,free,Spring,o-neck,short,natural,null,null,hollowout,solid,0
832191944,cute,Medium,5,free,Winter,o-neck,sleevless,natural,silk,null,lace,solid,1
869572905,Casual,Low,4.7,free,Summer,o-neck,sleevless,null,null,null,null,print,0
896048351,Sexy,Low,4.8,free,Spring,v-neck,sleevless,null,null,null,sequined,solid,1
854444464,Casual,Average,4.5,L,Winter,o-neck,short,natural,cotton,null,bow,patchwork,0
1246749980,vintage,Average,0,S,Spring,o-neck,full,natural,mix,chiffon,embroidary,print,0
849613634,Casual,Average,3.7,free,Automn,boat-neck,full,null,null,null,null,solid,1
1019768234,vintage,Average,4.8,L,Winter,o-neck,sleevless,natural,cotton,null,null,patchwork,0
785830491,cute,Average,0,XL,Spring,boat-neck,full,null,cotton,worsted,applique,dot,1
832391864,Casual,Average,0,L,Winter,open,short,natural,mix,poplin,applique,solid,1
1069595866,sexy,Medium,5,M,Winter,o-neck,sleevless,empire,polyster,null,bow,solid,0
733715437,Brief,Average,4.9,free,Summer,slash-neck,sleevless,natural,null,null,null,solid,0
828949946,Casual,High,4.9,S,Spring,o-neck,threequarter,natural,null,null,null,dot,1
765264430,Brief,Average,4.6,free,Winter,o-neck,full,natural,mix,null,sashes,solid,0
722020708,Casual,Low,4.5,free,Winter,o-neck,full,natural,mix,worsted,applique,solid,0
980295760,Casual,Low,4.8,XL,Summer,o-neck,short,empire,mix,chiffon,sashes,geometric,0
913978120,Sexy,Medium,4.6,L,Summer,o-neck,short,natural,spandex,jersey,lace,solid,0
1062354779,Casual,Average,4.5,M,Winter,v-neck,sleevless,natural,null,chiffon,button,striped,0
1051749304,work,Average,0,S,Automn,o-neck,sleevless,natural,linen,null,null,patchwork,0
1206128856,Casual,Low,0,L,Winter,o-neck,sleevless,empire,polyster,null,null,leopard,0
956453735,cute,low,5,L,Winter,o-neck,threequarter,natural,silk,chiffon,sashes,print,0
767971724,Brief,Average,4.3,M,Spring,o-neck,full,natural,mix,worsted,sequined,patchwork,1
722565148,Sexy,low,4.4,free,Automn,o-neck,full,empire,cotton,null,null,leopard,0
1167448608,cute,low,0,free,Summer,peterpan-collor,short,empire,cotton,broadcloth,applique,print,0
549159213,Casual,Average,4.5,free,Summer,o-neck,short,natural,cotton,null,null,solid,1
940918554,Sexy,low,4.7,M,Winter,slash-neck,sleevless,null,nylon,null,sashes,solid,1
522776523,Casual,low,4.7,free,Spring,o-neck,sleevless,empire,cotton,chiffon,null,floral,0
658650071,Casual,Medium,4.8,M,Winter,peterpan-collor,short,natural,polyster,chiffon,lace,patchwork,0
560474456,Sexy,low,4.3,free,Winter,v-neck,sleevless,natural,silk,worsted,lace,solid,1
1150052066,bohemian,Average,0,L,Winter,turndowncollor,full,natural,mix,null,null,solid,0
929797706,Casual,Low,0,free,,o-neck,full,natural,cotton,null,null,patchwork,0
886351969,cute,Medium,4.8,free,Spring,slash-neck,sleevless,natural,polyster,chiffon,sashes,solid,1
1071947910,Sexy,Average,0,S,Automn,v-neck,sleevless,empire,cotton,null,beading,solid,0
813753347,Casual,Low,4.6,S,Spring,o-neck,full,natural,cotton,null,null,solid,1
733134203,vintage,Medium,4.7,free,Spring,turndowncollor,sleevless,natural,mix,null,lace,solid,1
851256794,work,low,4.7,free,Summer,o-neck,full,empire,cotton,null,null,solid,0
751049573,cute,Average,4.8,M,Summer,o-neck,short,natural,cotton,null,rivet,solid,0
882490248,cute,Average,0,M,Summer,o-neck,short,natural,cotton,chiffon,null,print,0
541172235,Casual,Average,4.7,M,winter,o-neck,full,null,null,null,null,animal,0
727676110,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,null,applique,solid,1
891631697,party,Average,5,free,Summer,v-neck,sleevless,null,null,null,null,null,0
1059306768,Casual,Average,0,free,Summer,v-neck,sleevless,natural,cotton,chiffon,null,patchwork,0
764321904,Sexy,Average,5,L,winter,o-neck,threequarter,natural,polyster,null,lace,geometric,0
902108125,Sexy,Average,4.8,free,Winter,o-neck,sleevless,natural,polyster,null,embroidary,solid,0
874397327,Casual,Average,4.7,S,Summer,v-neck,short,natural,cotton,null,null,dot,0
861698160,Casual,Average,4.1,M,Automn,v-neck,full,null,null,chiffon,sashes,null,1
981437831,Casual,Average,5,XL,Automn,o-neck,short,natural,chiffonfabric,chiffon,null,null,0
1036456647,Sexy,Average,5,M,Summer,v-neck,sleevless,empire,cotton,null,sequined,solid,1
951280194,work,Average,4.6,L,Summer,slash-neck,short,natural,cotton,null,null,solid,0
1079373429,Casual,Average,4.5,M,Summer,peterpan-collor,sleevless,null,null,null,null,null,0
747381880,vintage,Average,4.5,L,Automn,o-neck,sleevless,empire,null,worsted,null,solid,0
1099363892,Casual,Average,0,M,Summer,o-neck,threequarter,natural,nylon,broadcloth,null,solid,1
941333009,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,cotton,worsted,null,print,0
819651586,bohemian,Low,4.7,free,Winter,o-neck,short,natural,nylon,null,sashes,print,0
1043590098,Casual,low,5,free,Spring,slash-neck,sleevless,empire,spandex,null,null,striped,1
1091666465,Casual,Average,5,M,Winter,o-neck,sleevless,natural,null,chiffon,sashes,solid,1
863336720,Casual,Average,4.3,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped,0
771972560,work,low,4.5,M,Winter,v-neck,threequarter,null,null,null,null,patchwork,0
756492184,Casual,Average,4.3,S,Spring,boat-neck,full,natural,cotton,null,lace,patchwork,1
1097157656,Casual,Average,4.4,L,Automn,o-neck,halfsleeve,natural,null,dobby,lace,animal,0
573923366,sexy,Low,4.3,M,Automn,open,short,natural,lace,null,lace,print,0
756620535,Casual,Low,4.6,free,Summer,o-neck,full,natural,cotton,worsted,lace,solid,1
765350508,Casual,low,4.6,L,Winter,o-neck,full,null,cotton,null,null,null,0
968294356,Casual,Average,4.6,M,Spring,o-neck,sleevless,natural,null,chiffon,sashes,solid,1
1017678811,Casual,low,0,free,Automn,peterpan-collor,threequarter,empire,null,null,null,null,0
933231033,Casual,Average,4.7,S,Spring,o-neck,halfsleeve,empire,null,chiffon,null,null,1
1199765487,Casual,Average,0,S,Summer,o-neck,sleevless,empire,cotton,null,null,solid,0
965817793,Casual,low,4.8,free,Summer,o-neck,sleevless,natural,cotton,null,null,print,1
1074432879,Casual,Average,5,S,Winter,o-neck,sleevless,empire,polyster,chiffon,null,plaid,0
1132858821,Sexy,very-high,0,free,Winter,v-neck,sleevless,natural,polyster,knitting,null,solid,0
905732124,Casual,low,4.4,free,Summer,o-neck,sleevless,natural,polyster,null,sashes,print,0
711045472,Casual,Average,4.8,M,Automn,v-neck,short,null,null,chiffon,embroidary,print,1
923983419,Casual,Average,5,free,Summer,v-neck,sleevless,null,modal,null,null,patchwork,0
733025646,Sexy,low,4.8,M,Automn,v-neck,full,natural,cotton,null,null,print,1
720099861,Casual,Average,4.6,free,Winter,v-neck,full,natural,cotton,flannel,null,striped,0
923915314,Casual,Average,4.6,M,Winter,v-neck,full,natural,chiffonfabric,chiffon,null,null,0
1077555214,Casual,low,5,S,Spring,o-neck,sleevless,natural,chiffonfabric,null,null,print,0
1216538883,cute,Average,0,M,Winter,o-neck,short,natural,polyster,chiffon,sashes,solid,0
531254082,Casual,low,4.8,free,Spring,o-neck,sleevless,null,chiffonfabric,chiffon,null,print,1
890279029,Casual,Average,4.6,M,Automn,o-neck,short,empire,polyster,null,applique,dot,0
995964089,bohemian,Average,5,M,Spring,slash-neck,sleevless,empire,null,chiffon,ruffles,solid,1
868453353,Casual,Low,4.9,free,winter,o-neck,sleevless,empire,silk,null,sashes,print,1
1024954013,Casual,Average,4.7,L,Summer,o-neck,sleevless,natural,silk,chiffon,beading,solid,0
685606338,Casual,Medium,4.6,M,winter,o-neck,full,natural,cashmere,null,null,solid,1
877962269,Casual,Average,4.7,M,winter,v-neck,sleevless,empire,polyster,chiffon,applique,print,0
995644296,Sexy,Average,4.7,M,winter,v-neck,sleevless,natural,polyster,broadcloth,null,patchwork,0
1066273951,Casual,Average,3.5,M,winter,v-neck,short,natural,null,null,null,solid,0
822176645,Casual,Average,4.8,M,winter,o-neck,threequarter,natural,null,null,null,print,1
659466129,Casual,Average,0,M,winter,o-neck,full,natural,cotton,jersey,feathers,solid,1
694493217,Casual,low,4.6,M,Summer,o-neck,sleevless,natural,cotton,null,sashes,striped,0
793162246,Casual,Average,4.7,L,Spring,v-neck,halfsleeve,natural,null,broadcloth,null,print,1
817945281,Casual,low,4.5,free,Summer,o-neck,full,natural,cotton,null,button,solid,0
920902282,Casual,Average,4.7,M,Summer,o-neck,sleevless,natural,polyster,null,null,character,0
727820291,Casual,low,4.5,M,Winter,o-neck,short,natural,chiffonfabric,chiffon,null,solid,0
699738864,Casual,low,4.7,S,summer,o-neck,full,natural,cotton,null,null,patchwork,0
1197211965,cute,Low,0,free,Summer,boat-neck,sleevless,null,cotton,null,null,print,0
682561447,party,very-high,5,M,Spring,slash-neck,sleevless,natural,chiffonfabric,chiffon,flowers,null,1
999081623,Casual,Average,4.9,M,Automn,v-neck,sleevless,null,polyster,null,null,null,1
1108613896,party,very-high,0,L,Winter,v-neck,sleevless,natural,polyster,tulle,beading,null,0
1054555186,party,very-high,0,M,Winter,v-neck,cap-sleeves,null,null,chiffon,lace,null,0
915238287,Casual,Low,4.4,M,Winter,v-neck,turndowncollor,null,cotton,null,null,null,1
1107279894,party,very-high,0,M,Spring,v-neck,threequater,natural,lycra,sattin,applique,null,1
1163040038,party,high,0,M,Winter,Sweetheart,sleevless,natural,null,null,pearls,null,0
1091877430,party,high,0,M,Spring,Sweetheart,sleevless,null,nylon,null,null,null,0
1053467336,party,Average,5,M,Winter,o-neck,capsleeves,empire,polyster,null,lace,null,1
609889168,party,high,4.7,M,Winter,sweetheart,sleeveless,natural,null,chiffon,flowers,null,0
662727740,party,,4.8,free,Winter,o-neck,sleevless,empire,null,null,embroidary,null,1
1090993173,party,,4.5,L,Summer,,full,,,,,,1
963684109,party,very-high,4.9,M,Spring,Sweetheart,sleeevless,empire,null,chiffon,beading,null,1
619817668,party,high,4.6,M,winter,Sweetheart,sleevless,natural,null,chiffon,null,null,0
1066740059,party,Average,5,M,Spring,Sweetheart,sleevless,natural,polyster,null,null,null,1
732184480,party,very-high,4.8,L,Spring,Sweetheart,sleevless,empire,microfiber,organza,beading,null,1
1044683061,party,very-high,0,M,Winter,Sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
579010251,party,high,4.6,L,Spring,slash-neck,sleevless,empire,silk,chiffon,beading,null,0
751364623,party,Average,4.8,L,,Sweetheart,sleevless,empire,null,null,pleat,null,1
898316819,party,Medium,4.6,S,Winter,Scoop,short,empire,null,null,crystal,null,0
622667306,party,very-high,4.9,M,Spring,Sweetheart,sleevless,natural,silk,chiffon,beading,null,1
809344968,party,Medium,4.8,S,Spring,v-neck,sleevless,empire,null,null,null,null,1
754138176,party,very-high,4.2,L,Winter,v-neck,sleevless,null,null,null,lace,null,1
674192921,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,null,1
726446177,party,very-high,4.1,M,Winter,Scoop,short,natural,cotton,lace,applique,null,1
1193747589,party,very-high,0,M,Winter,o-neck,full,natural,null,null,feathers,null,1
676827184,Casual,high,4.6,M,Summer,Sweetheart,sleevless,empire,null,null,beading,null,1
619996560,party,Average,4.7,free,Winter,o-neck,sleevless,null,polyster,null,null,null,0
618420156,party,very-high,4.7,L,Winter,slash-neck,sleevless,empire,viscos,chiffon,beading,null,1
689486739,party,very-high,4.5,M,Spring,v-neck,cap-sleeves,null,null,null,lace,null,1
751364614,party,Average,4.7,free,Spring,Sweetheart,sleevless,empire,rayon,chiffon,beading,solid,1
825341937,party,high,4.8,M,Summer,Sweetheart,sleevless,princess,null,sattin,null,null,1
736813752,party,high,4.6,M,Summer,slash-neck,sleevless,natural,null,chiffon,null,null,1
636178374,party,Medium,4.7,M,Winter,o-neck,sleevless,empire,cotton,chiffon,button,null,1
743485617,cute,Average,4.4,free,Spring,Sweetheart,sleevless,empire,spandex,tulle,ruched,solid,1
933951149,party,Average,5,M,Spring,o-neck,sleevless,null,null,null,null,null,1
684561284,party,very-high,4.8,free,Spring,Sweetheart,sleevless,natural,polyster,chiffon,beading,null,1
616295248,party,Medium,4.8,M,Spring,o-neck,sleevless,natural,silk,chiffon,crystal,null,1
736076633,party,very-high,4.9,L,Spring,slash-neck,sleevless,null,null,chiffon,flowers,null,1
1108073621,party,Medium,0,free,Winter,v-neck,short,empire,null,chiffon,lace,null,1
1053002876,work,Average,5,free,Winter,o-neck,half,null,microfiber,null,null,null,0
444282011,party,very-high,4.9,M,Spring,v-neck,sleevless,empire,null,sattin,beading,null,1
949336768,Casual,high,5,free,Summer,v-neck,sleevless,natural,nylon,null,null,null,1
961972778,Casual,very-high,0,small,Spring,o-neck,full,null,null,chiffon,applique,null,0
